Dates:,CA,TX,FL,NY,PA,IL,OH,GA,NC,MI,NJ,VA,WA,AZ,MA,TN,IN,MO,MD,WI,CO,MN,SC,AL,LA,KY,OR,OK,CT,UT,PR,IA,NV,AR,MS,KS,NM,NE,WV,ID,HI,NH,ME,MT,RI,DE,SD,ND,AK,DC,VT,WY
176,5303.428571428572,5090.142857142857,5710.857142857143,664.4285714285714,443.42857142857144,718.0,741.8571428571429,1596.5714285714287,1306.857142857143,304.85714285714283,316.2857142857143,543.4285714285714,529.7142857142857,2893.285714285714,163.90527950310621,818.0,359.14285714285717,381.57142857142856,356.2857142857143,414.42857142857144,239.0,366.57142857142856,1164.7142857142858,790.5714285714286,769.1428571428571,175.57142857142858,178.0,372.14285714285717,70.14285714285714,508.57142857142856,10.142857142857142,359.42857142857144,486.85714285714283,514.0,698.5714285714286,211.28571428571428,169.85714285714286,133.28571428571428,39.285714285714285,182.42857142857142,11.0,28.428571428571427,30.857142857142858,22.0,52.0,58.57142857142857,57.285714285714285,29.571428571428573,15.428571428571429,33.142857142857146,7.714285714285714,30.428571428571427
177,5345.571428571428,5303.142857142857,6244.714285714285,657.5714285714286,538.0,716.2857142857143,785.8571428571429,1787.0,1334.4285714285713,319.2857142857143,317.14285714285717,534.5714285714286,544.7142857142857,3074.0,178.04813664596335,724.2857142857143,358.14285714285717,367.42857142857144,353.0,441.7142857142857,252.57142857142858,375.57142857142856,1232.4285714285713,774.2857142857143,922.5714285714286,211.71428571428572,192.0,347.0,78.28571428571429,519.7142857142857,13.0,360.85714285714283,565.0,595.4285714285714,750.1428571428571,211.28571428571428,177.71428571428572,152.57142857142858,39.142857142857146,187.57142857142858,9.857142857142858,29.0,33.42857142857143,20.857142857142858,51.285714285714285,64.42857142857143,54.857142857142854,29.285714285714285,18.0,32.57142857142857,6.428571428571429,31.428571428571427
178,5885.428571428572,5447.142857142857,6617.857142857143,634.5714285714286,543.1428571428571,755.7142857142857,787.0,1927.0,1411.2857142857142,323.7142857142857,291.42857142857144,532.0,570.1428571428571,2849.5714285714284,171.19099378882052,963.4285714285714,370.7142857142857,414.2857142857143,378.7142857142857,450.7142857142857,258.0,376.2857142857143,1277.5714285714287,960.1428571428571,977.4285714285714,215.42857142857142,200.57142857142858,348.42857142857144,82.85714285714286,536.8571428571429,14.0,390.14285714285717,622.7142857142857,596.2857142857143,611.4285714285714,282.57142857142856,184.0,155.57142857142858,45.42857142857143,187.57142857142858,12.142857142857142,28.857142857142858,35.42857142857143,25.571428571428573,48.0,79.42857142857143,55.714285714285715,32.285714285714285,20.142857142857142,33.42857142857143,6.714285714285714,31.428571428571427
179,6522.714285714285,5659.428571428572,6936.285714285715,624.1428571428571,558.5714285714286,773.2857142857143,808.8571428571429,1944.7142857142858,1459.5714285714287,361.57142857142856,303.85714285714283,541.8571428571429,580.8571428571429,3005.1428571428573,154.76242236024908,1029.4285714285713,389.0,486.85714285714283,364.57142857142856,498.14285714285717,260.2857142857143,404.85714285714283,1398.0,992.5714285714286,928.5714285714286,211.85714285714286,200.28571428571428,389.85714285714283,87.85714285714286,559.5714285714286,20.428571428571427,376.2857142857143,637.0,585.5714285714286,621.2857142857143,282.57142857142856,187.0,155.0,46.142857142857146,214.0,12.0,30.142857142857142,37.0,32.0,42.714285714285715,89.57142857142857,58.714285714285715,36.714285714285715,23.0,33.285714285714285,6.428571428571429,33.285714285714285
180,6559.571428571428,6020.142857142857,7089.714285714285,630.4285714285714,578.7142857142857,789.4285714285714,872.2857142857143,2122.285714285714,1477.0,362.0,318.57142857142856,527.0,618.7142857142857,3445.4285714285716,167.4767080745348,1154.2857142857142,401.7142857142857,437.0,368.7142857142857,512.0,267.7142857142857,421.85714285714283,1431.7142857142858,985.4285714285714,1100.142857142857,211.28571428571428,197.42857142857142,371.7142857142857,94.14285714285714,561.7142857142857,21.714285714285715,392.2857142857143,644.1428571428571,546.0,639.4285714285714,288.57142857142856,183.71428571428572,155.0,43.285714285714285,245.0,14.0,29.142857142857142,39.57142857142857,35.714285714285715,44.714285714285715,88.71428571428571,58.142857142857146,36.42857142857143,26.428571428571427,33.857142857142854,3.857142857142857,33.142857142857146
181,6710.857142857143,6294.285714285715,7725.571428571428,648.4285714285714,614.8571428571429,785.8571428571429,930.7142857142857,2373.4285714285716,1565.5714285714287,384.14285714285717,339.14285714285717,541.2857142857143,661.5714285714286,3485.0,163.04813664596335,1265.142857142857,390.2857142857143,408.85714285714283,378.0,529.1428571428571,267.57142857142856,441.0,1525.5714285714287,986.4285714285714,1163.7142857142858,208.85714285714286,212.42857142857142,370.14285714285717,93.14285714285714,556.5714285714286,26.857142857142858,430.2857142857143,607.7142857142857,573.2857142857143,607.7142857142857,288.57142857142856,189.71428571428572,155.57142857142858,56.0,246.42857142857142,13.0,26.285714285714285,36.857142857142854,40.0,46.714285714285715,107.28571428571429,59.142857142857146,38.0,28.428571428571427,33.0,5.285714285714286,32.0
182,6824.857142857143,6558.285714285715,7798.428571428572,664.5714285714286,624.4285714285714,789.7142857142857,945.5714285714286,2499.714285714286,1631.857142857143,406.57142857142856,341.42857142857144,546.1428571428571,691.2857142857143,3615.714285714286,171.19099378882052,1324.0,396.42857142857144,416.57142857142856,406.57142857142856,537.5714285714286,260.42857142857144,429.7142857142857,1599.5714285714287,1097.4285714285713,1217.142857142857,216.71428571428572,246.57142857142858,388.85714285714283,94.0,545.1428571428571,29.714285714285715,391.85714285714283,694.0,651.4285714285714,529.1428571428571,340.14285714285717,195.42857142857142,158.0,59.142857142857146,246.85714285714286,13.714285714285714,26.571428571428573,38.714285714285715,42.714285714285715,40.0,129.42857142857142,63.285714285714285,43.0,32.285714285714285,35.714285714285715,5.571428571428571,30.571428571428573
183,7279.285714285715,6917.714285714285,8055.0,667.8571428571429,715.0,800.5714285714286,961.1428571428571,2619.1428571428573,1588.142857142857,414.57142857142856,342.85714285714283,551.7142857142857,723.7142857142857,3500.285714285714,147.90527950310621,1424.0,408.14285714285717,422.0,413.0,568.5714285714286,263.42857142857144,370.14285714285717,1635.2857142857142,1111.2857142857142,1217.142857142857,216.71428571428572,259.7142857142857,429.0,73.0,559.1428571428571,30.714285714285715,432.7142857142857,748.0,638.4285714285714,734.7142857142857,340.14285714285717,206.28571428571428,162.28571428571428,54.285714285714285,263.7142857142857,15.571428571428571,20.0,34.714285714285715,45.0,38.714285714285715,129.28571428571428,57.42857142857143,45.857142857142854,36.57142857142857,33.0,5.571428571428571,30.571428571428573
184,7820.285714285715,6645.142857142857,8269.57142857143,656.0,622.5714285714286,799.5714285714286,977.4285714285714,2615.1428571428573,1548.7142857142858,427.85714285714283,350.14285714285717,573.1428571428571,699.0,3454.4285714285716,135.33385093167558,1608.4285714285713,439.7142857142857,408.7142857142857,407.85714285714283,576.1428571428571,251.14285714285714,369.57142857142856,1646.7142857142858,1216.0,1284.2857142857142,163.42857142857142,262.2857142857143,426.2857142857143,59.142857142857146,550.2857142857143,31.714285714285715,409.14285714285717,751.1428571428571,557.0,715.4285714285714,340.14285714285717,206.71428571428572,150.28571428571428,63.57142857142857,293.0,18.142857142857142,21.428571428571427,32.0,49.857142857142854,39.0,128.85714285714286,54.57142857142857,46.0,36.285714285714285,33.42857142857143,6.714285714285714,31.0
185,7490.285714285715,6792.285714285715,8394.42857142857,674.1428571428571,616.5714285714286,781.8571428571429,987.1428571428571,2521.0,1577.857142857143,435.14285714285717,368.2857142857143,559.0,663.0,3844.0,144.19099378882052,1408.2857142857142,443.2857142857143,401.85714285714283,378.57142857142856,599.5714285714286,249.42857142857142,386.85714285714283,1676.5714285714287,1100.4285714285713,1320.857142857143,257.85714285714283,269.85714285714283,455.7142857142857,87.71428571428571,543.5714285714286,61.857142857142854,410.7142857142857,716.4285714285714,570.8571428571429,670.0,351.14285714285717,217.85714285714286,147.14285714285714,81.71428571428571,344.85714285714283,17.714285714285715,22.0,29.142857142857142,47.142857142857146,41.714285714285715,131.0,55.57142857142857,44.142857142857146,37.142857142857146,31.857142857142858,6.142857142857143,32.142857142857146
186,7006.0,7228.428571428572,8576.142857142857,683.2857142857143,670.4285714285714,762.2857142857143,1016.4285714285714,2739.8571428571427,1600.7142857142858,453.14285714285717,349.42857142857144,564.7142857142857,668.0,3697.0,156.61956521738986,1429.2857142857142,433.14285714285717,439.7142857142857,405.2857142857143,586.1428571428571,278.42857142857144,404.2857142857143,1564.7142857142858,1105.7142857142858,1452.5714285714287,270.7142857142857,272.85714285714283,494.7142857142857,74.14285714285714,545.1428571428571,64.85714285714286,431.7142857142857,761.2857142857143,533.5714285714286,709.5714285714286,351.14285714285717,225.71428571428572,143.42857142857142,79.42857142857143,328.57142857142856,18.571428571428573,21.428571428571427,26.714285714285715,51.42857142857143,41.857142857142854,134.28571428571428,57.0,46.0,34.57142857142857,34.57142857142857,6.571428571428571,32.0
187,7618.428571428572,7500.285714285715,9062.142857142857,692.8571428571429,700.8571428571429,784.0,1045.142857142857,2807.5714285714284,1542.4285714285713,494.57142857142856,337.42857142857144,596.0,667.4285714285714,3503.1428571428573,157.04813664596128,1524.4285714285713,444.42857142857144,468.14285714285717,420.42857142857144,597.8571428571429,298.14285714285717,410.42857142857144,1570.0,1142.857142857143,1424.7142857142858,296.7142857142857,278.42857142857144,540.1428571428571,76.57142857142857,577.0,63.142857142857146,436.85714285714283,742.8571428571429,473.57142857142856,712.5714285714286,375.42857142857144,248.71428571428572,146.28571428571428,110.71428571428571,346.0,22.0,21.428571428571427,23.714285714285715,50.714285714285715,32.57142857142857,136.0,59.42857142857143,50.857142857142854,34.857142857142854,39.57142857142857,6.571428571428571,32.285714285714285
188,7707.428571428572,7767.0,8983.285714285714,651.2857142857143,684.7142857142857,805.2857142857143,1023.5714285714286,2716.8571428571427,1601.0,483.57142857142856,305.2857142857143,607.5714285714286,687.7142857142857,3606.5714285714284,171.33385093167558,1528.7142857142858,455.42857142857144,530.8571428571429,432.0,628.7142857142857,310.42857142857144,421.85714285714283,1570.0,1294.7142857142858,1490.4285714285713,309.42857142857144,269.42857142857144,565.2857142857143,80.42857142857143,583.7142857142857,66.85714285714286,433.0,738.7142857142857,568.1428571428571,688.7142857142857,375.42857142857144,247.28571428571428,159.28571428571428,110.42857142857143,371.2857142857143,24.0,21.571428571428573,22.571428571428573,54.714285714285715,29.714285714285715,114.28571428571429,63.285714285714285,58.857142857142854,36.142857142857146,41.285714285714285,6.142857142857143,32.0
189,8008.857142857143,8082.714285714285,9258.42857142857,632.4285714285714,733.5714285714286,861.0,1085.5714285714287,2959.714285714286,1584.2857142857142,501.42857142857144,305.85714285714283,648.2857142857143,700.2857142857143,3576.285714285714,160.33385093167558,1547.7142857142858,483.57142857142856,452.7142857142857,421.2857142857143,666.8571428571429,367.42857142857144,449.0,1555.2857142857142,1234.7142857142858,1621.0,327.7142857142857,270.57142857142856,575.2857142857143,81.42857142857143,622.4285714285714,80.0,507.85714285714283,741.4285714285714,597.2857142857143,836.0,384.57142857142856,253.28571428571428,167.28571428571428,122.42857142857143,405.0,26.285714285714285,19.142857142857142,18.0,66.42857142857143,36.42857142857143,104.14285714285714,60.42857142857143,61.857142857142854,36.857142857142854,44.0,5.571428571428571,29.714285714285715
190,7850.857142857143,8381.714285714286,9107.57142857143,633.0,759.1428571428571,908.5714285714286,1147.2857142857142,3011.714285714286,1734.142857142857,541.2857142857143,312.14285714285717,667.5714285714286,697.1428571428571,3625.285714285714,171.47670807453272,1552.2857142857142,521.0,559.7142857142857,446.57142857142856,696.1428571428571,389.2857142857143,563.8571428571429,1616.142857142857,1297.857142857143,1930.5714285714287,392.14285714285717,259.7142857142857,590.5714285714286,81.42857142857143,616.1428571428571,88.28571428571429,515.1428571428571,751.8571428571429,513.4285714285714,677.8571428571429,384.57142857142856,244.28571428571428,159.57142857142858,133.28571428571428,419.14285714285717,26.142857142857142,23.857142857142858,17.571428571428573,72.85714285714286,32.57142857142857,106.71428571428571,60.857142857142854,66.28571428571429,38.857142857142854,50.57142857142857,6.0,33.285714285714285
191,7831.285714285715,9059.857142857143,9863.714285714286,653.5714285714286,773.1428571428571,953.5714285714286,1205.857142857143,3058.5714285714284,1816.857142857143,547.8571428571429,311.57142857142856,703.1428571428571,753.8571428571429,3482.5714285714284,180.4767080745348,1504.142857142857,514.8571428571429,572.4285714285714,496.7142857142857,733.8571428571429,406.85714285714283,592.1428571428571,1685.857142857143,1376.2857142857142,1842.2857142857142,430.42857142857144,274.42857142857144,615.2857142857143,81.42857142857143,647.4285714285714,105.28571428571429,531.1428571428571,752.1428571428571,736.8571428571429,769.5714285714286,384.57142857142856,253.14285714285714,167.28571428571428,135.0,447.85714285714283,28.714285714285715,22.428571428571427,17.714285714285715,78.0,29.142857142857142,96.57142857142857,62.285714285714285,74.14285714285714,48.142857142857146,52.142857142857146,6.285714285714286,32.57142857142857
192,8211.142857142857,9108.0,10716.57142857143,659.1428571428571,776.8571428571429,992.0,1271.0,3357.8571428571427,1857.0,561.2857142857143,315.14285714285717,791.4285714285714,796.8571428571429,3197.5714285714284,190.04813664596128,1874.142857142857,529.4285714285714,576.2857142857143,517.5714285714286,736.0,426.42857142857144,600.4285714285714,1684.0,1523.857142857143,1928.5714285714287,357.2857142857143,277.14285714285717,626.1428571428571,76.28571428571429,651.5714285714286,105.71428571428571,553.1428571428571,800.8571428571429,669.4285714285714,774.7142857142857,451.0,254.85714285714286,177.57142857142858,116.71428571428571,452.7142857142857,28.142857142857142,22.0,19.285714285714285,84.85714285714286,46.285714285714285,83.71428571428571,59.857142857142854,84.0,52.714285714285715,55.857142857142854,6.857142857142857,32.714285714285715
193,8390.57142857143,8712.714285714286,10985.714285714286,705.4285714285714,767.4285714285714,1009.1428571428571,1298.7142857142858,3356.1428571428573,1944.142857142857,566.2857142857143,336.42857142857144,814.7142857142857,803.0,3286.1428571428573,204.61956521739194,1896.2857142857142,579.8571428571429,599.5714285714286,552.0,797.7142857142857,431.7142857142857,576.7142857142857,1862.4285714285713,1638.5714285714287,1968.4285714285713,386.2857142857143,291.85714285714283,645.4285714285714,71.0,635.0,108.14285714285714,545.7142857142857,833.4285714285714,745.8571428571429,761.1428571428571,451.0,255.28571428571428,193.28571428571428,135.14285714285714,478.57142857142856,30.428571428571427,22.714285714285715,18.0,89.28571428571429,54.857142857142854,79.28571428571429,58.42857142857143,84.42857142857143,56.285714285714285,53.857142857142854,7.0,34.285714285714285
194,8309.42857142857,8828.714285714286,10992.142857142857,725.2857142857143,788.1428571428571,1038.7142857142858,1304.2857142857142,3420.5714285714284,1993.7142857142858,623.1428571428571,364.7142857142857,878.8571428571429,818.4285714285714,3248.5714285714284,197.90527950310621,1867.857142857143,615.2857142857143,644.2857142857143,593.5714285714286,826.7142857142857,434.14285714285717,593.2857142857143,1905.142857142857,1729.2857142857142,1997.142857142857,394.0,314.2857142857143,702.8571428571429,75.42857142857143,590.8571428571429,124.57142857142857,540.2857142857143,881.0,826.4285714285714,811.2857142857143,473.57142857142856,260.57142857142856,216.57142857142858,121.42857142857143,454.14285714285717,27.571428571428573,23.0,16.857142857142858,103.57142857142857,62.285714285714285,84.0,58.57142857142857,84.14285714285714,57.857142857142854,54.857142857142854,8.428571428571429,35.0
195,8525.57142857143,8901.42857142857,11687.714285714286,751.7142857142857,797.0,1072.857142857143,1324.2857142857142,3506.8571428571427,2011.0,682.2857142857143,368.7142857142857,920.4285714285714,805.1428571428571,3134.5714285714284,189.19099378882052,1992.7142857142858,643.5714285714286,631.8571428571429,602.4285714285714,847.0,457.2857142857143,597.7142857142857,1913.142857142857,1702.0,2059.5714285714284,405.42857142857144,323.42857142857144,706.4285714285714,77.28571428571429,641.2857142857143,126.28571428571429,556.0,1001.5714285714286,723.1428571428571,886.5714285714286,473.57142857142856,269.57142857142856,222.0,118.71428571428571,496.57142857142856,28.285714285714285,23.714285714285715,16.0,109.28571428571429,66.85714285714286,83.28571428571429,51.142857142857146,84.71428571428571,60.285714285714285,56.714285714285715,7.857142857142857,36.0
